round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
291,1,2.05%,3.6652,"[0.035740043967962265, 0.025575002655386925, 0.030026160180568695, 0.04067718982696533, 0.01624743640422821, 0.03958858549594879, 0.04650609940290451, 0.05847586691379547, 0.034870754927396774, 0.05293147265911102, 0.057151708751916885, 0.023228472098708153, 0.0182824544608593, 0.02529418095946312, 0.039632197469472885, 0.04919510707259178, 0.06727194041013718, 0.023419050499796867, 0.030869225040078163, 0.012442194856703281, 0.017181923612952232, 0.04623839259147644, 0.028732487931847572, 0.01033592689782381, 0.033917490392923355, 0.01024094969034195, 0.06695309281349182, 0.058974459767341614]","[0.001464168424718082, 0.9985358715057373]"
292,10,2.05%,2.8875,"[0.037914540618658066, 0.026520181447267532, 0.028429634869098663, 0.040156763046979904, 0.014893480576574802, 0.0462755411863327, 0.046388890594244, 0.05824720114469528, 0.03396635502576828, 0.055951714515686035, 0.05567951500415802, 0.023177340626716614, 0.018767263740301132, 0.023815158754587173, 0.03891747444868088, 0.04833802580833435, 0.06969835609197617, 0.02322525903582573, 0.02926626428961754, 0.011938950046896935, 0.015375331044197083, 0.04793291538953781, 0.031555164605379105, 0.00914126168936491, 0.03393332660198212, 0.010239515453577042, 0.06321991980075836, 0.05703466385602951]","[0.0013754527317360044, 0.9986245632171631]"
293,19,2.04%,4.3956,"[0.03902244567871094, 0.027031291276216507, 0.02765096351504326, 0.0398593433201313, 0.014259079471230507, 0.04977720230817795, 0.04613867029547691, 0.05811108648777008, 0.033554524183273315, 0.057300861924886703, 0.0553584098815918, 0.0231164637953043, 0.01897796429693699, 0.023224586620926857, 0.038523171097040176, 0.04782700166106224, 0.07052330672740936, 0.023088306188583374, 0.028560027480125427, 0.011729749850928783, 0.014647454023361206, 0.04875863716006279, 0.03295896202325821, 0.008642220869660378, 0.03383238613605499, 0.01023451704531908, 0.06135711073875427, 0.05593423545360565]","[0.0012817791430279613, 0.9987182021141052]"
294,15,2.03%,3.0140,"[0.03724559769034386, 0.027173219248652458, 0.029975714161992073, 0.04047397896647453, 0.015312958508729935, 0.045248765498399734, 0.04661092907190323, 0.058532509952783585, 0.033971719443798065, 0.0551031194627285, 0.05497805401682854, 0.02320249006152153, 0.018417948856949806, 0.02426377683877945, 0.03920464590191841, 0.04897478222846985, 0.06708704680204391, 0.023519417271018028, 0.03083028644323349, 0.01284592505544424, 0.01601661741733551, 0.046576038002967834, 0.029397835955023766, 0.009807933121919632, 0.03358108550310135, 0.010468048974871635, 0.064509317278862, 0.056670237332582474]","[0.00122853834182024, 0.9987714290618896]"
295,2,2.03%,3.5331,"[0.03653249889612198, 0.027467336505651474, 0.03137708827853203, 0.04082125425338745, 0.015909390524029732, 0.04284549504518509, 0.046412549912929535, 0.05839620158076286, 0.03429702669382095, 0.053800709545612335, 0.054595865309238434, 0.023248368874192238, 0.018094612285494804, 0.024873942136764526, 0.03962453827261925, 0.05065075308084488, 0.06457176059484482, 0.023549504578113556, 0.03247890621423721, 0.013672645203769207, 0.017006056383252144, 0.04498068615794182, 0.027349475771188736, 0.010555211454629898, 0.03293680027127266, 0.010579124093055725, 0.0661897361278534, 0.05718241259455681]","[0.0012397810351103544, 0.9987602233886719]"
296,25,2.02%,4.5415,"[0.037824325263500214, 0.028176307678222656, 0.031101899221539497, 0.04071115702390671, 0.015182586386799812, 0.046440836042165756, 0.04627806693315506, 0.058031387627124786, 0.033883415162563324, 0.055210378021001816, 0.05369866266846657, 0.023333746939897537, 0.01826472394168377, 0.024032864719629288, 0.03929724171757698, 0.05105127394199371, 0.0649670884013176, 0.02337338775396347, 0.032033514231443405, 0.013721379451453686, 0.01621561497449875, 0.045350756496191025, 0.028310449793934822, 0.009997700341045856, 0.032649487257003784, 0.010633857920765877, 0.0640384778380394, 0.0561893954873085]","[0.001437496510334313, 0.9985625147819519]"
297,21,2.01%,3.1210,"[0.037251099944114685, 0.028734400868415833, 0.03297840803861618, 0.04129762202501297, 0.015485343523323536, 0.04534349963068962, 0.04640614613890648, 0.05818307399749756, 0.03393241763114929, 0.05436335504055023, 0.05270296335220337, 0.023401040583848953, 0.017828186973929405, 0.024036677554249763, 0.03933977335691452, 0.052185360342264175, 0.06286005675792694, 0.023498021066188812, 0.03351275622844696, 0.014442539773881435, 0.016762740910053253, 0.04400854557752609, 0.026585422456264496, 0.010561208240687847, 0.03231944888830185, 0.011060944758355618, 0.06493796408176422, 0.0559810996055603]","[0.0015309822047129273, 0.9984690546989441]"
298,0,2.01%,3.2549,"[0.03586042672395706, 0.02891610562801361, 0.035400934517383575, 0.042051974684000015, 0.01605883799493313, 0.04230799525976181, 0.04660692811012268, 0.05829756334424019, 0.03389069810509682, 0.052614692598581314, 0.05224544182419777, 0.023477809503674507, 0.017328491434454918, 0.024310806766152382, 0.03952983021736145, 0.05316343158483505, 0.059811320155858994, 0.023721817880868912, 0.03561515361070633, 0.015407416969537735, 0.017889508977532387, 0.04291054233908653, 0.024359792470932007, 0.011593815870583057, 0.03195557743310928, 0.011458032764494419, 0.06724105030298233, 0.055974025279283524]","[0.0018280023941770196, 0.9981719851493835]"
299,25,2.00%,4.4627,"[0.03852282464504242, 0.0298335961997509, 0.03361498564481735, 0.041633665561676025, 0.014777091331779957, 0.048549801111221313, 0.04636889696121216, 0.057908106595277786, 0.03345058858394623, 0.055079538375139236, 0.051499322056770325, 0.02359115518629551, 0.017794782295823097, 0.022995801642537117, 0.03883018717169762, 0.05280483141541481, 0.06188025325536728, 0.023331331089138985, 0.033903397619724274, 0.014899715781211853, 0.016295410692691803, 0.04468529671430588, 0.02678912878036499, 0.010284073650836945, 0.03158936649560928, 0.011610294692218304, 0.06308647990226746, 0.05439002811908722]","[0.002258042339235544, 0.9977419376373291]"
300,6,1.99%,3.0738,"[0.04020530730485916, 0.030723905190825462, 0.0329180471599102, 0.0415082722902298, 0.01399655919522047, 0.05346996337175369, 0.04638028144836426, 0.05769442021846771, 0.03307238593697548, 0.05663873255252838, 0.0503222718834877, 0.023669585585594177, 0.017960932105779648, 0.02197364531457424, 0.03810250014066696, 0.05256079509854317, 0.06289014220237732, 0.023112734779715538, 0.03303211182355881, 0.014732974581420422, 0.015262790024280548, 0.045633718371391296, 0.02809060364961624, 0.009549839422106743, 0.03123055398464203, 0.012036697007715702, 0.06034224107861519, 0.05288797244429588]","[0.0028489220421761274, 0.9971510767936707]"
301,24,1.99%,3.4673,"[0.04009009525179863, 0.03104209527373314, 0.034214526414871216, 0.04188550263643265, 0.013914216309785843, 0.05428626760840416, 0.047773078083992004, 0.05810099467635155, 0.03255992755293846, 0.056207284331321716, 0.049136023968458176, 0.02385570853948593, 0.017712116241455078, 0.02154105342924595, 0.037876542657613754, 0.052279043942689896, 0.061880938708782196, 0.023428577929735184, 0.03364897519350052, 0.015273344703018665, 0.015189926140010357, 0.04550570622086525, 0.02733467146754265, 0.009728960692882538, 0.03119044564664364, 0.012584219686686993, 0.05994797125458717, 0.05181172490119934]","[0.0014845579862594604, 0.9985154867172241]"
302,14,1.98%,3.3047,"[0.04018404707312584, 0.031454961746931076, 0.03467041999101639, 0.04187556356191635, 0.013469832018017769, 0.05730760470032692, 0.04880692437291145, 0.058292511850595474, 0.03165416046977043, 0.057006388902664185, 0.04802078381180763, 0.023912811651825905, 0.01767531782388687, 0.020701197907328606, 0.03747472167015076, 0.051448602229356766, 0.061566419899463654, 0.023764606565237045, 0.0334378257393837, 0.015490366145968437, 0.014610126614570618, 0.04602113366127014, 0.027415985241532326, 0.009563312865793705, 0.031852684915065765, 0.013019212521612644, 0.058933939784765244, 0.050368521362543106]","[0.0010289575438946486, 0.9989710450172424]"
303,23,1.97%,4.6492,"[0.04039552062749863, 0.03175186365842819, 0.035471294075250626, 0.042035773396492004, 0.013045220635831356, 0.058879751712083817, 0.04925598204135895, 0.05835091322660446, 0.030925987288355827, 0.05746364966034889, 0.047337714582681656, 0.02379559725522995, 0.0175981093198061, 0.02011089026927948, 0.037982068955898285, 0.0510575994849205, 0.06049157679080963, 0.024011919274926186, 0.03384720906615257, 0.01570717804133892, 0.014425471425056458, 0.04622902721166611, 0.02710946835577488, 0.009579572826623917, 0.03223264962434769, 0.013322299346327782, 0.05828326568007469, 0.0493023507297039]","[0.0010014245053753257, 0.9989985823631287]"
304,5,2.30%,2.9178,"[0.04137617349624634, 0.032349519431591034, 0.03557327017188072, 0.04198198765516281, 0.012039505876600742, 0.0641372948884964, 0.04942640662193298, 0.05830417200922966, 0.02974022552371025, 0.05923881009221077, 0.04640139639377594, 0.02361619845032692, 0.017647521570324898, 0.018789011985063553, 0.03828873485326767, 0.049856431782245636, 0.059903115034103394, 0.024210309609770775, 0.0334973968565464, 0.01552877388894558, 0.01360276434570551, 0.047221262007951736, 0.027792947366833687, 0.009271202608942986, 0.03290082886815071, 0.01360401138663292, 0.05623245984315872, 0.04746822640299797]","[0.0010000000474974513, 0.9990147352218628]"
305,4,2.29%,4.4173,"[0.0379154235124588, 0.03171485289931297, 0.041908618062734604, 0.04391377046704292, 0.013747935183346272, 0.051386889070272446, 0.05072679743170738, 0.05964599549770355, 0.03073727712035179, 0.053299736231565475, 0.046639248728752136, 0.024208510294556618, 0.016159310936927795, 0.02005848102271557, 0.03944987431168556, 0.05151599273085594, 0.053400199860334396, 0.024753963574767113, 0.03863370046019554, 0.017692139372229576, 0.016468608751893044, 0.0435606949031353, 0.022488068789243698, 0.012133956886827946, 0.03276744484901428, 0.014236829243600368, 0.06185563653707504, 0.04898004233837128]","[0.001317845657467842, 0.9986821413040161]"
306,8,2.28%,3.5021,"[0.03946765512228012, 0.032672218978405, 0.040740448981523514, 0.0434124656021595, 0.01275879517197609, 0.059750474989414215, 0.05108865350484848, 0.05973348766565323, 0.029553918167948723, 0.05603300407528877, 0.045105207711458206, 0.024099024012684822, 0.016377849504351616, 0.018502037972211838, 0.03910892456769943, 0.05000848323106766, 0.054530028253793716, 0.024915166199207306, 0.036830365657806396, 0.017082687467336655, 0.014761555939912796, 0.04485396668314934, 0.024006281048059464, 0.011101794429123402, 0.03368275612592697, 0.01457542460411787, 0.058367546647787094, 0.046879809349775314]","[0.0012864340096712112, 0.9987135529518127]"
307,15,2.27%,2.9950,"[0.041470590978860855, 0.03339739888906479, 0.040398966521024704, 0.04317547380924225, 0.011958271265029907, 0.06733348220586777, 0.051451899111270905, 0.06088297814130783, 0.029172809794545174, 0.057650838047266006, 0.04387401416897774, 0.023993151262402534, 0.01597750000655651, 0.01712525449693203, 0.03841530904173851, 0.04796948656439781, 0.055816154927015305, 0.024885207414627075, 0.03518476337194443, 0.016145268455147743, 0.013331383466720581, 0.045694030821323395, 0.025492440909147263, 0.010216997936367989, 0.03494749590754509, 0.015089476481080055, 0.05424237251281738, 0.044707030057907104]","[0.0010000000474974513, 0.999090850353241]"
308,17,2.27%,3.6951,"[0.03892944008111954, 0.033002644777297974, 0.04433596134185791, 0.04410052299499512, 0.014049005694687366, 0.05550627410411835, 0.05196546018123627, 0.06120675429701805, 0.03115965612232685, 0.05276540666818619, 0.04406614229083061, 0.024533385410904884, 0.015141493640840054, 0.018826799467206, 0.03910798206925392, 0.05076184868812561, 0.05180877447128296, 0.0248591136187315, 0.039066143333911896, 0.018055090680718422, 0.015739215537905693, 0.04239349439740181, 0.021601270884275436, 0.01251818984746933, 0.03368973731994629, 0.015473268926143646, 0.05865657702088356, 0.046680301427841187]","[0.0010000000474974513, 0.9991134405136108]"
309,23,2.26%,4.4916,"[0.04040456935763359, 0.03400075435638428, 0.04353253170847893, 0.043718647211790085, 0.013477960601449013, 0.06132355332374573, 0.051900364458560944, 0.061823055148124695, 0.030746780335903168, 0.0541982501745224, 0.042979635298252106, 0.02438725344836712, 0.0150452246889472, 0.01778840646147728, 0.03845878317952156, 0.05008062347769737, 0.05273366719484329, 0.025029007345438004, 0.037648823112249374, 0.017326535657048225, 0.014546077698469162, 0.04284171760082245, 0.022662417963147163, 0.01173305232077837, 0.03438456729054451, 0.015881141647696495, 0.05599980056285858, 0.04534680396318436]","[0.0015693368623033166, 0.9984306693077087]"
310,9,2.25%,2.9409,"[0.04139130190014839, 0.03518558666110039, 0.043627552688121796, 0.04358846694231033, 0.013308324851095676, 0.06529562175273895, 0.05203907936811447, 0.06299098581075668, 0.030531777068972588, 0.05427055060863495, 0.041853517293930054, 0.02452779747545719, 0.014654573984444141, 0.01685412973165512, 0.03741660341620445, 0.04970249533653259, 0.05251222103834152, 0.02519356645643711, 0.03697817027568817, 0.016962895169854164, 0.013864720240235329, 0.04258936271071434, 0.023049362003803253, 0.01159306988120079, 0.03487379848957062, 0.016524340957403183, 0.05431747809052467, 0.044302646070718765]","[0.0014225157210603356, 0.9985774755477905]"
311,6,2.24%,2.9469,"[0.04062318056821823, 0.03591442108154297, 0.04450593888759613, 0.04358001425862312, 0.013477102853357792, 0.0672072023153305, 0.05235675349831581, 0.06339921057224274, 0.030029235407710075, 0.05470825359225273, 0.04055950045585632, 0.024611767381429672, 0.0144005436450243, 0.016302557662129402, 0.03682770952582359, 0.0498310849070549, 0.05141774192452431, 0.025646239519119263, 0.03702259436249733, 0.01726151816546917, 0.013652767054736614, 0.04192940890789032, 0.022404687479138374, 0.011965662240982056, 0.03555603325366974, 0.017076022922992706, 0.05429412052035332, 0.04343872889876366]","[0.0010000000474974513, 0.9992507100105286]"
312,6,2.24%,2.9296,"[0.039116181433200836, 0.03543252870440483, 0.046705957502126694, 0.04367724433541298, 0.014015929773449898, 0.06505721807479858, 0.05394195765256882, 0.06322340667247772, 0.030007317662239075, 0.05413244292140007, 0.03960651531815529, 0.024759165942668915, 0.014143223874270916, 0.016539933159947395, 0.03746936470270157, 0.04973304644227028, 0.04955513775348663, 0.02632216177880764, 0.03830466791987419, 0.01836518570780754, 0.014059657230973244, 0.040813591331243515, 0.020773576572537422, 0.01298545766621828, 0.03592577576637268, 0.01725415140390396, 0.05504640191793442, 0.04303278774023056]","[0.0010000000474974513, 0.9993910193443298]"
313,17,2.23%,3.5972,"[0.038277387619018555, 0.03648259863257408, 0.044768624007701874, 0.042904436588287354, 0.012709030881524086, 0.07895850390195847, 0.05634027346968651, 0.06357110291719437, 0.026989830657839775, 0.057211074978113174, 0.03740847483277321, 0.02509789727628231, 0.014480468817055225, 0.014331122860312462, 0.03543427586555481, 0.04693712666630745, 0.04931626096367836, 0.027430905029177666, 0.03512906655669212, 0.017982928082346916, 0.012168992310762405, 0.042623069137334824, 0.022252177819609642, 0.012042079120874405, 0.03820209950208664, 0.017897233366966248, 0.05290762707591057, 0.040145330131053925]","[0.0010815206915140152, 0.9989184737205505]"
314,25,2.22%,4.0254,"[0.03657415509223938, 0.03605595603585243, 0.04522235691547394, 0.04239149019122124, 0.013077894225716591, 0.078327976167202, 0.058645717799663544, 0.0630265399813652, 0.026320982724428177, 0.056969452649354935, 0.036756258457899094, 0.02539791353046894, 0.01469311024993658, 0.014376106671988964, 0.03564629331231117, 0.046309277415275574, 0.047672953456640244, 0.02860025316476822, 0.03551127761602402, 0.01916939578950405, 0.012310407124459743, 0.04243311285972595, 0.021281635388731956, 0.01285189762711525, 0.03852376341819763, 0.01788399927318096, 0.0541888102889061, 0.03978097811341286]","[0.0010000000474974513, 0.9995694160461426]"
315,27,2.22%,3.2256,"[0.035472266376018524, 0.03548366576433182, 0.04668263718485832, 0.042371634393930435, 0.013673178851604462, 0.07434234023094177, 0.060836199671030045, 0.06271498650312424, 0.026399752125144005, 0.0554925836622715, 0.03636040911078453, 0.02562456764280796, 0.014681898057460785, 0.01483776792883873, 0.03620780259370804, 0.046336978673934937, 0.04630109667778015, 0.029395148158073425, 0.03678891062736511, 0.020423606038093567, 0.012873499654233456, 0.04165567830204964, 0.0199899822473526, 0.013862772844731808, 0.037803828716278076, 0.018122157081961632, 0.055334895849227905, 0.03992972522974014]","[0.0015762177063152194, 0.9984238147735596]"
