round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
363,18,4.67%,4.7874,"[0.024540724232792854, 0.0399235337972641, 0.04776397719979286, 0.055891234427690506, 0.06478773057460785, 0.04087323322892189, 0.04820795729756355, 0.03518042340874672, 0.044982243329286575, 0.022940518334507942, 0.08261828869581223, 0.007924873381853104, 0.024356046691536903, 0.04798691347241402, 0.032467734068632126, 0.05975800007581711, 0.010381693951785564, 0.0621241070330143, 0.008016903884708881, 0.02433205395936966, 0.013538415543735027, 0.06720908731222153, 0.022320516407489777, 0.00927862897515297, 0.029486091807484627, 0.006725815590471029, 0.018610920757055283, 0.04777238517999649]","[0.0023791028652340174, 0.00118283461779356, 0.9878438711166382, 0.0017285968642681837, 0.0060975621454417706, 0.0010000000474974513]"
364,26,4.66%,3.9340,"[0.027929842472076416, 0.04100493714213371, 0.046144481748342514, 0.055568501353263855, 0.06080014631152153, 0.044253911823034286, 0.05468803271651268, 0.03463289141654968, 0.03677794709801674, 0.020424092188477516, 0.07419587671756744, 0.008478758856654167, 0.024678783491253853, 0.03952445834875107, 0.03476997837424278, 0.07480358332395554, 0.011614094488322735, 0.060866568237543106, 0.008170402608811855, 0.019151262938976288, 0.016709553077816963, 0.08344761282205582, 0.020249050110578537, 0.008060808293521404, 0.02960110455751419, 0.007449745200574398, 0.021753814071416855, 0.034249745309352875]","[0.9851503968238831, 0.0024681033100932837, 0.0010093383025377989, 0.001019200892187655, 0.008015389554202557, 0.0023377365432679653]"
365,9,4.64%,3.6478,"[0.0282178595662117, 0.04144582152366638, 0.049754548817873, 0.0551028698682785, 0.06042985990643501, 0.04776240140199661, 0.050755176693201065, 0.03545195609331131, 0.03771739453077316, 0.020419562235474586, 0.07718925923109055, 0.008680831640958786, 0.02442132495343685, 0.03970392793416977, 0.033346399664878845, 0.06934326887130737, 0.011593207716941833, 0.0626552626490593, 0.00830745603889227, 0.018731718882918358, 0.01674651727080345, 0.07862791419029236, 0.02060195617377758, 0.007668379694223404, 0.030318785458803177, 0.0070645734667778015, 0.02137099951505661, 0.03657076880335808]","[0.001699855551123619, 0.987987756729126, 0.0010000000474974513, 0.00702687120065093, 0.0010000000474974513, 0.0017200397560372949]"
366,24,4.63%,3.6043,"[0.017983900383114815, 0.03509703278541565, 0.04667029529809952, 0.057033926248550415, 0.08139897882938385, 0.0289387796074152, 0.03045063279569149, 0.037757400423288345, 0.05629728361964226, 0.03335139900445938, 0.08044754713773727, 0.007891622371971607, 0.023867705836892128, 0.07255595177412033, 0.031109413132071495, 0.039105672389268875, 0.009906703606247902, 0.05939511954784393, 0.009398514404892921, 0.03639615327119827, 0.007650307845324278, 0.042520903050899506, 0.02684374712407589, 0.011131294071674347, 0.02769307605922222, 0.005803616251796484, 0.016387609764933586, 0.06691547483205795]","[0.0016601058887317777, 0.986270546913147, 0.0010000000474974513, 0.0010000000474974513, 0.00830069463700056, 0.001963784685358405]"
367,6,4.62%,3.0924,"[0.030694888904690742, 0.039860084652900696, 0.049911342561244965, 0.05393398925662041, 0.06005828455090523, 0.04725373536348343, 0.05165207013487816, 0.03745202347636223, 0.03639017418026924, 0.022811366245150566, 0.07130070775747299, 0.009685441851615906, 0.02524930238723755, 0.038042861968278885, 0.0344877690076828, 0.07140498608350754, 0.012300554662942886, 0.05683312937617302, 0.009398844093084335, 0.017649689689278603, 0.017024802044034004, 0.08214925974607468, 0.021474648267030716, 0.008054686710238457, 0.030384575948119164, 0.008208336308598518, 0.023717055097222328, 0.032615430653095245]","[0.0014556925743818283, 0.0010000000474974513, 0.9852887392044067, 0.001850921893492341, 0.009194745682179928, 0.0013378816656768322]"
368,10,4.88%,2.6842,"[0.023303259164094925, 0.03880513831973076, 0.05070152506232262, 0.05677526816725731, 0.0721931979060173, 0.03773542121052742, 0.03848762810230255, 0.03836194798350334, 0.04721273109316826, 0.02943834662437439, 0.07712902128696442, 0.00910152867436409, 0.02494962513446808, 0.055464968085289, 0.0325731486082077, 0.051608167588710785, 0.011102340184152126, 0.0598691962659359, 0.009819217957556248, 0.02601195126771927, 0.011270709335803986, 0.057647962123155594, 0.025153273716568947, 0.009567737579345703, 0.02986985445022583, 0.0067086610943078995, 0.019845938310027122, 0.04929222911596298]","[0.9844104051589966, 0.0010000000474974513, 0.0019482579082250595, 0.009890937246382236, 0.0011707510566338897, 0.0015853657387197018]"
369,6,4.86%,3.0778,"[0.01870972290635109, 0.03547114506363869, 0.04922844469547272, 0.05562635511159897, 0.07995199412107468, 0.03055356815457344, 0.03010440245270729, 0.03897649422287941, 0.05540463700890541, 0.03510585427284241, 0.07828991115093231, 0.009032507427036762, 0.02411182038486004, 0.07015932351350784, 0.03119068406522274, 0.040497347712516785, 0.010958713479340076, 0.057221874594688416, 0.010278409346938133, 0.03475073352456093, 0.007969297468662262, 0.04265037178993225, 0.027992723509669304, 0.01078898087143898, 0.028818488121032715, 0.006244775839149952, 0.018108386546373367, 0.061803072690963745]","[0.9862222671508789, 0.0014359129127115011, 0.0010000000474974513, 0.008967507630586624, 0.0012820098781958222, 0.001223017810843885]"
370,24,4.85%,3.4823,"[0.028602266684174538, 0.04319443181157112, 0.050780460238456726, 0.053606580942869186, 0.06133280694484711, 0.04702566936612129, 0.0529196560382843, 0.03582886978983879, 0.03894718363881111, 0.022631799802184105, 0.07446213066577911, 0.009195931255817413, 0.026053020730614662, 0.039503853768110275, 0.03251020610332489, 0.06620559096336365, 0.010913947597146034, 0.05849751830101013, 0.009397411718964577, 0.017610451206564903, 0.017299208790063858, 0.07765419036149979, 0.0221774373203516, 0.00811009295284748, 0.03049055114388466, 0.0073907095938920975, 0.021221112459897995, 0.036436885595321655]","[0.0013358683791011572, 0.0012540690368041396, 0.9843436479568481, 0.001399878179654479, 0.010620043613016605, 0.0010464637307450175]"
371,25,4.84%,4.8728,"[0.024737395346164703, 0.04027244821190834, 0.0530938059091568, 0.05245009437203407, 0.0662769079208374, 0.04118797183036804, 0.046523112803697586, 0.039112843573093414, 0.04691329225897789, 0.028512950986623764, 0.0757879912853241, 0.010092790238559246, 0.025384604930877686, 0.049693867564201355, 0.03220096975564957, 0.05513858050107956, 0.01178418193012476, 0.05421450734138489, 0.010211870074272156, 0.023545611649751663, 0.01306192483752966, 0.06070096790790558, 0.025324497371912003, 0.009455323219299316, 0.030066054314374924, 0.007689828518778086, 0.020547689869999886, 0.04601798206567764]","[0.9774203300476074, 0.0010000000474974513, 0.0020424912218004465, 0.0015567148802801967, 0.0024094649124890566, 0.01569521427154541]"
372,6,4.83%,3.2482,"[0.02410469576716423, 0.0366048738360405, 0.05055896192789078, 0.054469507187604904, 0.07269659638404846, 0.03655502200126648, 0.039109546691179276, 0.040525082498788834, 0.04838881641626358, 0.03260887414216995, 0.07451567053794861, 0.010258020833134651, 0.025348110124468803, 0.05551696941256523, 0.03386101499199867, 0.05017805099487305, 0.012458533979952335, 0.05364171415567398, 0.011003180406987667, 0.027292266488075256, 0.010782985016703606, 0.05485942214727402, 0.026171837002038956, 0.0102006196975708, 0.031153613701462746, 0.007940723560750484, 0.02171313762664795, 0.0474822111427784]","[0.9799767732620239, 0.0015117021976038814, 0.0010000000474974513, 0.014183620922267437, 0.0016991094453260303, 0.0018527184147387743]"
373,25,4.81%,4.6459,"[0.030152302235364914, 0.04145589843392372, 0.05236103758215904, 0.051412999629974365, 0.059548214077949524, 0.0483238585293293, 0.05701811611652374, 0.03740854561328888, 0.03877989575266838, 0.024789759889245033, 0.07214106619358063, 0.010276422835886478, 0.025429684668779373, 0.03801694139838219, 0.0334082692861557, 0.06524865329265594, 0.012152574025094509, 0.05197369307279587, 0.01038446370512247, 0.01805000565946102, 0.017388593405485153, 0.07485562562942505, 0.023231109604239464, 0.008519988507032394, 0.031194867566227913, 0.008928883820772171, 0.02255813591182232, 0.03499044477939606]","[0.9687070846557617, 0.002091540489345789, 0.0010492625879123807, 0.0033650523982942104, 0.02211974374949932, 0.0026672163512557745]"
374,13,4.80%,3.0796,"[0.020465712994337082, 0.03568670526146889, 0.049394842237234116, 0.05350301414728165, 0.07746351510286331, 0.031058184802532196, 0.03415198251605034, 0.03948719799518585, 0.057187892496585846, 0.037140343338251114, 0.07689093053340912, 0.009435336105525494, 0.024664273485541344, 0.06515468657016754, 0.032838333398103714, 0.03974635526537895, 0.010714652016758919, 0.0520736426115036, 0.011028580367565155, 0.03348894044756889, 0.008579310029745102, 0.044892288744449615, 0.027671493589878082, 0.011396350339055061, 0.03100024349987507, 0.0074495295993983746, 0.01855744607746601, 0.05887823551893234]","[0.9674511551856995, 0.0015159209724515676, 0.0010000000474974513, 0.022854043170809746, 0.0033442082349210978, 0.0038753487169742584]"
375,16,4.79%,4.4201,"[0.030458195134997368, 0.04106570780277252, 0.05246476083993912, 0.05229080840945244, 0.060274526476860046, 0.0462469607591629, 0.05545855313539505, 0.038037411868572235, 0.04087128862738609, 0.026914356276392937, 0.07129699736833572, 0.010370035655796528, 0.025048520416021347, 0.0397745780646801, 0.034237734973430634, 0.06091535463929176, 0.011871619150042534, 0.049998749047517776, 0.010881710797548294, 0.018992476165294647, 0.016246020793914795, 0.07310859113931656, 0.023432979360222816, 0.008870979771018028, 0.03288095444440842, 0.009430371224880219, 0.022346513345837593, 0.03621330112218857]","[0.0019305500900372863, 0.0010000000474974513, 0.9676160216331482, 0.004290812183171511, 0.0027443321887403727, 0.022467507049441338]"
376,0,4.77%,3.5088,"[0.02918734773993492, 0.040121208876371384, 0.052645519375801086, 0.05059048905968666, 0.06116103380918503, 0.04424712061882019, 0.052678946405649185, 0.03908901661634445, 0.042710527777671814, 0.02877616323530674, 0.07051137089729309, 0.011367665603756905, 0.024972490966320038, 0.04158380627632141, 0.03519900143146515, 0.06045079231262207, 0.013048138469457626, 0.047601353377103806, 0.011599055491387844, 0.020839421078562737, 0.015268467366695404, 0.06917652487754822, 0.024834973737597466, 0.009197566658258438, 0.03326544165611267, 0.010501370765268803, 0.023773880675435066, 0.03560129553079605]","[0.002638476900756359, 0.9670080542564392, 0.0015836007660254836, 0.02145131677389145, 0.003416867461055517, 0.0039016755763441324]"
377,3,4.76%,3.0026,"[0.031309183686971664, 0.03932655602693558, 0.05235441029071808, 0.050927914679050446, 0.059881750494241714, 0.04559527710080147, 0.05701138451695442, 0.03935213014483452, 0.04051731154322624, 0.028966566547751427, 0.06819721311330795, 0.011418651789426804, 0.024629749357700348, 0.039822086691856384, 0.035670455545186996, 0.06120133399963379, 0.013539334759116173, 0.04558524489402771, 0.011849741451442242, 0.019973130896687508, 0.015828147530555725, 0.07084951549768448, 0.024384330958127975, 0.009276021271944046, 0.03310627490282059, 0.011208873242139816, 0.024017587304115295, 0.03419977426528931]","[0.9754315614700317, 0.002184598008170724, 0.0010000000474974513, 0.002719478914514184, 0.0021264178212732077, 0.016635660082101822]"
378,14,4.75%,3.3174,"[0.025431737303733826, 0.036222413182258606, 0.0506119467318058, 0.05290371924638748, 0.07068397104740143, 0.036174919456243515, 0.04298057034611702, 0.04092029854655266, 0.051193270832300186, 0.03581034764647484, 0.07246691733598709, 0.0107331657782197, 0.02479160577058792, 0.05512169003486633, 0.034767791628837585, 0.04561619833111763, 0.012720871716737747, 0.046739403158426285, 0.01228014100342989, 0.02842770330607891, 0.010636527091264725, 0.052018582820892334, 0.027111850678920746, 0.011050336994230747, 0.033301666378974915, 0.009858090430498123, 0.021296659484505653, 0.048127658665180206]","[0.9743726253509521, 0.0022395511623471975, 0.0011107658501714468, 0.014429266564548016, 0.002629106165841222, 0.0052188001573085785]"
379,6,4.74%,2.7522,"[0.036474622786045074, 0.039999786764383316, 0.05240665376186371, 0.04796190932393074, 0.05236372351646423, 0.0513417087495327, 0.06785686314105988, 0.03843444585800171, 0.0365210697054863, 0.025418022647500038, 0.06416790187358856, 0.012107937596738338, 0.02477239817380905, 0.03212879225611687, 0.03571482002735138, 0.06728493422269821, 0.014324656687676907, 0.041580215096473694, 0.011850046925246716, 0.016047269105911255, 0.01974661834537983, 0.07985053211450577, 0.02271847054362297, 0.008614708669483662, 0.03372131660580635, 0.013052159920334816, 0.025319736450910568, 0.028218701481819153]","[0.00153528549708426, 0.9767935276031494, 0.0010000000474974513, 0.0029954868368804455, 0.004189958330243826, 0.013634159229695797]"
380,5,4.72%,3.1521,"[0.0314616933465004, 0.0370975099503994, 0.050432559102773666, 0.053238723427057266, 0.06298276036977768, 0.04153038561344147, 0.05690661817789078, 0.04050238057971001, 0.04263174533843994, 0.0329313799738884, 0.06581894308328629, 0.011601222679018974, 0.024274621158838272, 0.043883856385946274, 0.037072692066431046, 0.055674128234386444, 0.01448013260960579, 0.04151526093482971, 0.013029979541897774, 0.022849591448903084, 0.013644610531628132, 0.06351657956838608, 0.02585982158780098, 0.010397467762231827, 0.03379404544830322, 0.01242417749017477, 0.023754015564918518, 0.03669311851263046]","[0.0010244993027299643, 0.0010000000474974513, 0.9840355515480042, 0.008482368662953377, 0.0032762109767645597, 0.00247203535400331]"
381,3,4.71%,2.9405,"[0.04006578400731087, 0.037798721343278885, 0.04967588186264038, 0.04963419958949089, 0.051018062978982925, 0.05085284635424614, 0.07396630942821503, 0.037900593131780624, 0.03370789811015129, 0.026299508288502693, 0.06031287834048271, 0.011957556009292603, 0.023691324517130852, 0.030273936688899994, 0.037706948816776276, 0.06934943795204163, 0.0148016307502985, 0.038255125284194946, 0.012232594192028046, 0.015648065134882927, 0.01971229538321495, 0.08391270786523819, 0.02195635996758938, 0.00889632198959589, 0.03400140628218651, 0.01454504020512104, 0.02617385797202587, 0.025652645155787468]","[0.9849264621734619, 0.0011423543328419328, 0.0010000000474974513, 0.0019777873530983925, 0.008247008547186852, 0.002917980309575796]"
382,14,4.70%,3.3013,"[0.04278004541993141, 0.03710780665278435, 0.05013906955718994, 0.05081840977072716, 0.049059897661209106, 0.054426249116659164, 0.07576502114534378, 0.03724270686507225, 0.03131408616900444, 0.025976957753300667, 0.05804521217942238, 0.012434788048267365, 0.022632280364632607, 0.028513409197330475, 0.03759532421827316, 0.07053171843290329, 0.015884453430771828, 0.03678557276725769, 0.01261741854250431, 0.01483656745404005, 0.020203590393066406, 0.08439603447914124, 0.02177884615957737, 0.008515381254255772, 0.034561797976493835, 0.015168733894824982, 0.027010465040802956, 0.023858193308115005]","[0.9828365445137024, 0.0010000000474974513, 0.0012175157899037004, 0.00705478573217988, 0.005522687453776598, 0.0024116940330713987]"
383,13,4.69%,3.1650,"[0.02905600517988205, 0.03409377112984657, 0.04848768562078476, 0.05852697417140007, 0.07034365832805634, 0.03711584955453873, 0.05025888979434967, 0.04042009636759758, 0.04537556320428848, 0.038893748074769974, 0.06706102192401886, 0.010495667345821857, 0.022893354296684265, 0.052801020443439484, 0.037701886147260666, 0.04647957533597946, 0.013742051087319851, 0.04158378019928932, 0.013386030681431293, 0.028133193030953407, 0.010411418043076992, 0.05335734412074089, 0.027046846225857735, 0.011514122597873211, 0.03357192501425743, 0.011436745524406433, 0.021660087630152702, 0.044151682406663895]","[0.0010000000474974513, 0.9854784607887268, 0.0010000000474974513, 0.0027708050329238176, 0.005763654597103596, 0.004339934326708317]"
384,23,4.68%,4.5616,"[0.039703696966171265, 0.03664737567305565, 0.04857822507619858, 0.05386381596326828, 0.05448560044169426, 0.05007707327604294, 0.07647181302309036, 0.03820756822824478, 0.034106988459825516, 0.0290446188300848, 0.05948381498456001, 0.011494576930999756, 0.022952036932110786, 0.03356350213289261, 0.03910675272345543, 0.06245728209614754, 0.01541205309331417, 0.037042904645204544, 0.013077502138912678, 0.01753280684351921, 0.0175627488642931, 0.07483666390180588, 0.022920336574316025, 0.009612826630473137, 0.033678747713565826, 0.014885516837239265, 0.024669641628861427, 0.028523540124297142]","[0.0010356357088312507, 0.0010000000474974513, 0.984009861946106, 0.0030693665612488985, 0.0071008154191076756, 0.003807424334809184]"
