round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,alpha,0.05,,EMA Dampened
3219,0,49.44%,87.30%,0.0001,"[0.9998855590820312, 0.00011443993571447209]",0.302496028,,,
3220,1,49.46%,87.30%,0.0596,"[0.06288575381040573, 0.9371142387390137]",0.290351227,,,
3221,1,49.47%,87.31%,0.163,"[0.13357329368591309, 0.8664267063140869]",0.283983665,,,
3222,0,49.46%,87.28%,2.3609,"[0.09367618709802628, 0.9063238501548767]",0.387829482,,,
3223,0,49.44%,87.25%,2.2119,"[0.1064658910036087, 0.8935341238975525]",0.479033008,,,
3224,1,49.46%,87.26%,0.0673,"[0.07233212143182755, 0.9276678562164307]",0.458446358,,,
3225,1,49.47%,87.26%,0.0989,"[0.10866568237543106, 0.8913343548774719]",0.44046904,,,
3226,1,49.49%,87.26%,0.0985,"[0.0914338007569313, 0.9085661768913269]",0.423370588,,,
3227,0,49.47%,87.27%,0.0001,"[0.9998763799667358, 0.00012358887761365622]",0.402207058,,,
3228,0,49.46%,87.27%,0.0001,"[0.9998559951782227, 0.00014396468759514391]",0.382101705,,,
3229,1,49.47%,87.24%,2.4513,"[0.725553572177887, 0.2744464576244354]",0.48556162,,,
3230,0,49.46%,87.25%,0.0005,"[0.9994989633560181, 0.0005010608583688736]",0.461308539,,,
3231,1,49.47%,87.25%,0.086,"[0.08261542022228241, 0.9173846244812012]",0.442543112,,,
3232,1,49.49%,87.26%,0.0812,"[0.08695971220731735, 0.913040280342102]",0.424475957,,,
3233,1,49.51%,87.26%,0.2442,"[0.22838658094406128, 0.7716134786605835]",0.415462159,,,
3234,1,49.52%,87.26%,0.1967,"[0.18166881799697876, 0.8183311820030212]",0.404524051,,,
3235,1,49.54%,87.27%,0.0704,"[0.0657421201467514, 0.9342578649520874]",0.387817848,,,
3236,0,49.52%,87.27%,0.0002,"[0.9998515844345093, 0.0001484036911278963]",0.368436956,,,
3237,0,49.51%,87.28%,0.0001,"[0.9998728036880493, 0.0001271262881346047]",0.350020108,,,
3238,0,49.49%,87.28%,0.0001,"[0.9998401403427124, 0.00015987822553142905]",0.332524103,,,
3239,0,49.48%,87.28%,0.0001,"[0.9998182654380798, 0.00018179351172875613]",0.315902898,,,
3240,1,49.49%,87.29%,0.0419,"[0.044423699378967285, 0.9555763006210327]",0.302202753,,,
3241,1,49.51%,87.29%,0.0521,"[0.05079387128353119, 0.9492061138153076]",0.289697615,,,
3242,0,49.49%,87.30%,0.1962,"[0.9940253496170044, 0.005974669009447098]",0.285022734,,,
3243,0,49.48%,87.30%,0.0001,"[0.9998427629470825, 0.0001571892062202096]",0.270776598,,,
3244,0,49.46%,87.30%,0.0002,"[0.9998049139976501, 0.000195057931705378]",0.257247768,,,
3245,1,49.48%,87.31%,0.0422,"[0.036428190767765045, 0.9635718464851379]",0.246495379,,,
3246,1,49.49%,87.31%,0.0666,"[0.06079014390707016, 0.9392098188400269]",0.23750061,,,
3247,0,49.48%,87.32%,0.0003,"[0.9998074173927307, 0.00019264568982180208]",0.22564058,,,
3248,1,49.49%,87.32%,0.037,"[0.03621046990156174, 0.9637895226478577]",0.216208551,,,
3249,0,49.48%,87.32%,0.0002,"[0.9998443126678467, 0.0001556529605295509]",0.205408123,,,
3250,0,49.46%,87.30%,2.6192,"[0.0713195949792862, 0.9286804795265198]",0.326097717,,,
3251,0,49.45%,87.30%,0.0002,"[0.999798595905304, 0.00020145181042607874]",0.309802831,,,
3252,1,49.46%,87.30%,0.1787,"[0.09543245285749435, 0.9045674800872803]",0.30324769,,,
3253,1,49.48%,87.31%,0.0325,"[0.0327010415494442, 0.9672989249229431]",0.289710305,,,
3254,1,49.49%,87.31%,0.0444,"[0.03258418291807175, 0.9674158692359924]",0.27744479,,,
3255,0,49.48%,87.32%,0.542,"[0.5052727460861206, 0.494727224111557]",0.29067255,,,
3256,1,49.49%,87.32%,0.0618,"[0.061457544565200806, 0.9385424852371216]",0.279228923,,,
3257,0,49.48%,87.32%,0.0002,"[0.999805748462677, 0.0001942513044923544]",0.265277477,,,
3258,0,49.46%,87.33%,0.0001,"[0.9998632669448853, 0.0001366843789583072]",0.252018603,,,
3259,1,49.48%,87.33%,0.0965,"[0.06267104297876358, 0.9373289942741394]",0.244242673,,,
3260,1,49.49%,87.34%,0.048,"[0.055473897606134415, 0.9445260763168335]",0.234430539,,,
3261,1,49.51%,87.34%,0.1,"[0.09279662370681763, 0.9072033166885376]",0.227709012,,,
3262,0,49.49%,87.34%,0.0001,"[0.9998736381530762, 0.00012630198034457862]",0.216328562,,,
3263,1,49.51%,87.35%,0.0559,"[0.04795212671160698, 0.9520478844642639]",0.208307134,,,
3264,1,49.53%,87.35%,0.0645,"[0.06133338063955307, 0.938666582107544]",0.201116777,,,
3265,1,49.54%,87.35%,0.0332,"[0.025735966861248016, 0.9742640256881714]",0.192720938,,,
3266,0,49.53%,87.36%,0.0006,"[0.9992493987083435, 0.0007505943067371845]",0.183114891,,,
3267,1,49.54%,87.36%,0.0395,"[0.03491673246026039, 0.9650832414627075]",0.175934147,,,
3268,1,49.56%,87.37%,0.0434,"[0.04615873843431473, 0.9538412094116211]",0.169307439,,,
3269,1,49.57%,87.37%,0.0598,"[0.07793445140123367, 0.9220654964447021]",0.163832067,,,
3270,0,49.56%,87.37%,0.0002,"[0.9997072815895081, 0.00029266270576044917]",0.155650464,,,
3271,1,49.57%,87.38%,0.0247,"[0.026566410437226295, 0.9734336137771606]",0.149102941,,,
3272,0,49.56%,87.38%,0.0002,"[0.9997875094413757, 0.0002125360770151019]",0.141657794,,,
3273,1,49.57%,87.39%,0.0648,"[0.05878300592303276, 0.9412170052528381]",0.137814904,,,
3274,1,49.59%,87.39%,0.0251,"[0.025693556293845177, 0.9743064641952515]",0.132179159,,,
3275,0,49.57%,87.39%,0.0003,"[0.9997428059577942, 0.0002572405501268804]",0.125585201,,,
3276,0,49.56%,87.40%,0.0002,"[0.9998762607574463, 0.00012377143139019608]",0.119315941,,,
3277,0,49.54%,87.40%,0.0014,"[0.9983494281768799, 0.0016505875391885638]",0.113420144,,,
3278,1,49.56%,87.40%,0.0204,"[0.022964250296354294, 0.9770357608795166]",0.108769137,,,
3279,0,49.54%,87.41%,0.0049,"[0.9963728189468384, 0.00362716824747622]",0.10357568,,,
3280,1,49.56%,87.41%,0.0291,"[0.02943328395485878, 0.9705666899681091]",0.099851896,,,
3281,0,49.54%,87.42%,0.0004,"[0.9997020363807678, 0.00029789083055220544]",0.094879301,,,
3282,1,49.56%,87.42%,0.0215,"[0.021982822567224503, 0.9780172109603882]",0.091210336,,,
3283,0,49.54%,87.42%,0.0001,"[0.9998509883880615, 0.00014900007226970047]",0.086654819,,,
3284,0,49.53%,87.43%,0.0707,"[0.9255947470664978, 0.07440528273582458]",0.085857078,,,
3285,1,49.54%,87.43%,0.0287,"[0.033322520554065704, 0.9666774868965149]",0.082999224,,,
3286,1,49.56%,87.44%,0.0218,"[0.022544648498296738, 0.9774553775787354]",0.079939263,,,
3287,0,49.54%,87.41%,3.7265,"[0.02546442486345768, 0.9745355248451233]",0.2622673,,,
3288,0,49.53%,87.41%,0.0001,"[0.9998664855957031, 0.00013343757018446922]",0.249158935,,,
3289,1,49.54%,87.42%,0.0257,"[0.031124256551265717, 0.9688757658004761]",0.237985988,,,
3290,1,49.56%,87.42%,0.0344,"[0.0420013852417469, 0.9579986929893494]",0.227806689,,,
3291,1,49.57%,87.42%,0.0273,"[0.02434578165411949, 0.9756542444229126]",0.217781354,,,
3292,0,49.56%,87.43%,0.0001,"[0.9998706579208374, 0.0001292801316594705]",0.206897287,,,
3293,0,49.54%,87.43%,0.0004,"[0.9996590614318848, 0.0003409938944969326]",0.196572422,,,
3294,0,49.53%,87.44%,0.0001,"[0.9998906850814819, 0.00010933307930827141]",0.186748801,,,
3295,0,49.51%,87.44%,0.457,"[0.5250709056854248, 0.47492915391921997]",0.200261361,,,
3296,0,49.50%,87.44%,0.097,"[0.8016166687011719, 0.1983833909034729]",0.195098293,,,
3297,1,49.51%,87.45%,0.0224,"[0.021655919030308723, 0.9783440828323364]",0.186463378,,,
3298,1,49.53%,87.45%,0.0368,"[0.039754774421453476, 0.9602451920509338]",0.178980209,,,
3299,0,49.52%,87.45%,0.0001,"[0.9998453855514526, 0.0001545639825053513]",0.170036199,,,
3300,0,49.50%,87.46%,0.0001,"[0.9998867511749268, 0.00011329075641697273]",0.161539389,,,
3301,1,49.52%,87.46%,0.0451,"[0.040421534329652786, 0.9595784544944763]",0.15571742,,,
3302,0,49.50%,87.47%,0.0001,"[0.9998859167098999, 0.00011405569239286706]",0.147936549,,,
3303,1,49.52%,87.47%,0.0349,"[0.0398227758705616, 0.9601773023605347]",0.142284721,,,
3304,0,49.50%,87.47%,0.0001,"[0.9999039173126221, 9.607309038983658e-05]",0.135175485,,,
3305,0,49.49%,87.48%,0.0001,"[0.9999027252197266, 9.726388088893145e-05]",0.128421711,,,
3306,1,49.50%,87.48%,0.0711,"[0.053695276379585266, 0.9463047385215759]",0.125555625,,,
3307,0,49.49%,87.48%,0.0001,"[0.9999138116836548, 8.623774192528799e-05]",0.119282844,,,
3308,1,49.50%,87.49%,0.0239,"[0.0248572900891304, 0.975142776966095]",0.114513702,,,
3309,0,49.49%,87.49%,0.0001,"[0.9999066591262817, 9.336860966868699e-05]",0.108793017,,,
3310,0,49.47%,87.50%,0.0001,"[0.9998856782913208, 0.00011433020699769258]",0.103358366,,,
3311,1,49.49%,87.50%,0.0468,"[0.04260128736495972, 0.9573987126350403]",0.100530448,,,
3312,1,49.50%,87.50%,0.1521,"[0.1264703869819641, 0.8735296130180359]",0.103108925,,,
3313,0,49.49%,87.51%,0.0001,"[0.9998987913131714, 0.00010120634397026151]",0.097958479,,,
3314,1,49.50%,87.51%,0.0365,"[0.03460889682173729, 0.9653911590576172]",0.094885555,,,
3315,1,49.52%,87.52%,0.0412,"[0.032722994685173035, 0.9672769904136658]",0.092201277,,,
3316,0,49.50%,87.52%,0.0001,"[0.9999135732650757, 8.638432336738333e-05]",0.087596213,,,
3317,0,49.49%,87.49%,3.1189,"[0.04586442559957504, 0.954135537147522]",0.239161403,,,
3318,0,49.47%,87.50%,0.3672,"[0.8475416898727417, 0.1524583399295807]",0.245563333,,,
3319,0,49.46%,87.50%,0.0001,"[0.9999194145202637, 8.052634802879766e-05]",0.233290166,,,
3320,0,49.44%,87.50%,0.0003,"[0.9997007846832275, 0.00029925836133770645]",0.221640658,,,
3321,1,49.46%,87.51%,0.0926,"[0.11087411642074585, 0.8891259431838989]",0.215188625,,,
3322,1,49.47%,87.51%,0.0247,"[0.025512123480439186, 0.9744879007339478]",0.205664194,,,
3323,0,49.46%,87.52%,0.0001,"[0.999894380569458, 0.0001055815810104832]",0.195385984,,,
3324,1,49.47%,87.52%,0.0538,"[0.0579889751970768, 0.9420109987258911]",0.188306685,,,
3325,0,49.46%,87.52%,0.0001,"[0.9999096393585205, 9.031172521645203e-05]",0.17889635,,,
3326,1,49.47%,87.53%,0.3306,"[0.12276897579431534, 0.8772310614585876]",0.186481533,,,
3327,0,49.46%,87.53%,0.0001,"[0.9999139308929443, 8.602115121902898e-05]",0.177162456,,,
3328,0,49.44%,87.53%,0.0001,"[0.9999078512191772, 9.21333848964423e-05]",0.168309333,,,
3329,0,49.43%,87.54%,0.0002,"[0.9998577833175659, 0.00014222828031051904]",0.159903867,,,
3330,1,49.44%,87.54%,0.0618,"[0.057677436619997025, 0.9423225522041321]",0.154998673,,,
3331,0,49.43%,87.55%,0.0001,"[0.9998953342437744, 0.00010460699559189379]",0.14725374,,,
3332,1,49.44%,87.55%,0.0386,"[0.03678247332572937, 0.963217556476593]",0.141821053,,,
3333,1,49.46%,87.55%,0.0243,"[0.029006216675043106, 0.9709938168525696]",0.135945,,,
3334,1,49.48%,87.56%,0.0228,"[0.02310137264430523, 0.9768986105918884]",0.13028775,,,
3335,0,49.46%,87.56%,0.0001,"[0.9998999834060669, 0.00010002232011174783]",0.123778363,,,
3336,0,49.45%,87.56%,0.0091,"[0.9957393407821655, 0.004260677844285965]",0.118044445,,,
3337,1,49.46%,87.57%,0.0306,"[0.026064705103635788, 0.9739353060722351]",0.113672222,,,
3338,0,49.45%,87.57%,0.0001,"[0.9999116659164429, 8.830957085592672e-05]",0.107993611,,,
3339,0,49.43%,87.54%,3.6426,"[0.024635283276438713, 0.9753647446632385]",0.284723931,,,
3340,0,49.42%,87.55%,0.0002,"[0.9998570680618286, 0.00014295625442173332]",0.270497734,,,
3341,0,49.40%,87.55%,0.0085,"[0.9861000180244446, 0.013900012709200382]",0.257397847,,,
3342,1,49.42%,87.56%,0.0323,"[0.03364800289273262, 0.9663519859313965]",0.246142955,,,
3343,0,49.40%,87.56%,0.0004,"[0.999733030796051, 0.0002669556997716427]",0.233855807,,,
3344,1,49.42%,87.56%,0.0204,"[0.01948145404458046, 0.9805185794830322]",0.223183017,,,
3345,1,49.43%,87.57%,0.023,"[0.020602215081453323, 0.9793978333473206]",0.213173866,,,
3346,1,49.45%,87.57%,0.0869,"[0.10388269275426865, 0.8961173295974731]",0.206860173,,,
3347,1,49.46%,87.57%,0.061,"[0.04997030273079872, 0.9500296711921692]",0.199567164,,,
3348,0,49.45%,87.58%,0.0001,"[0.9999048709869385, 9.512184624327347e-05]",0.189593806,,,
3349,0,49.43%,87.55%,2.7532,"[0.057701002806425095, 0.9422990679740906]",0.317774116,,,
3350,0,49.42%,87.56%,0.0002,"[0.9997850060462952, 0.00021506095072254539]",0.30189541,,,
3351,0,49.40%,87.56%,0.0001,"[0.9999159574508667, 8.401046216022223e-05]",0.286805639,,,
3352,0,49.39%,87.56%,0.0001,"[0.9999232292175293, 7.67298843129538e-05]",0.272470357,,,
3353,1,49.40%,87.57%,0.033,"[0.026052201166749, 0.9739477634429932]",0.26049684,,,
3354,0,49.39%,87.57%,0.0001,"[0.999883770942688, 0.00011622537567745894]",0.247476998,,,
3355,0,49.37%,87.57%,0.0001,"[0.9998774528503418, 0.00012250238796696067]",0.235108148,,,
3356,0,49.36%,87.58%,0.0001,"[0.9998875856399536, 0.00011237792205065489]",0.22335774,,,
3357,0,49.34%,87.58%,0.0001,"[0.9999064207077026, 9.357539238408208e-05]",0.212194853,,,
3358,1,49.36%,87.59%,0.0492,"[0.05303322896361351, 0.946966826915741]",0.204045111,,,
3359,0,49.35%,87.59%,0.0001,"[0.9998980760574341, 0.00010194675269303843]",0.193847855,,,
3360,1,49.36%,87.59%,0.0516,"[0.03951544687151909, 0.9604845643043518]",0.186735462,,,
3361,0,49.35%,87.60%,0.8192,"[0.6890482306480408, 0.31095176935195923]",0.218358689,,,
3362,0,49.33%,87.60%,0.0001,"[0.9998687505722046, 0.00013127717829775065]",0.207445755,,,
3363,1,49.35%,87.60%,0.0343,"[0.036385733634233475, 0.9636142253875732]",0.198788467,,,
3364,1,49.36%,87.61%,0.0262,"[0.025890275835990906, 0.9741097092628479]",0.190159044,,,
3365,1,49.38%,87.61%,0.2125,"[0.1824730783700943, 0.8175269365310669]",0.191276091,,,
3366,0,49.36%,87.62%,0.0001,"[0.9999046325683594, 9.532378317089751e-05]",0.181717287,,,
3367,0,49.35%,87.62%,0.4086,"[0.6428759694099426, 0.35712406039237976]",0.193061423,,,
3368,0,49.33%,87.62%,0.0001,"[0.9999197721481323, 8.027380681596696e-05]",0.183413351,,,
3369,0,49.32%,87.60%,3.2242,"[0.03839711472392082, 0.9616028666496277]",0.335452684,,,
3370,1,49.33%,87.60%,0.114,"[0.0765586718916893, 0.9234412908554077]",0.32438005,,,
3371,1,49.35%,87.60%,0.0496,"[0.05512673780322075, 0.9448732137680054]",0.310641047,,,
3372,1,49.36%,87.61%,0.0278,"[0.027393698692321777, 0.9726063013076782]",0.296498995,,,
3373,1,49.38%,87.61%,0.0271,"[0.02931191958487034, 0.9706881046295166]",0.283029045,,,
3374,1,49.39%,87.61%,0.0285,"[0.026546286419034004, 0.97345370054245]",0.270302593,,,
3375,0,49.38%,87.62%,0.0001,"[0.99991774559021, 8.229892409872264e-05]",0.256792463,,,
3376,0,49.36%,87.62%,0.0033,"[0.998582124710083, 0.0014179054414853454]",0.24411784,,,
3377,0,49.35%,87.63%,0.0001,"[0.9999134540557861, 8.655748388264328e-05]",0.231916948,,,
3378,1,49.36%,87.63%,0.0476,"[0.07000048458576202, 0.9299995303153992]",0.222701101,,,
3379,0,49.35%,87.63%,0.0001,"[0.999901294708252, 9.865268657449633e-05]",0.211571046,,,
3380,0,49.33%,87.64%,0.0001,"[0.9999040365219116, 9.595845767762512e-05]",0.200997493,,,
3381,0,49.32%,87.64%,0.0005,"[0.9994305968284607, 0.0005693641141988337]",0.190972619,,,
3382,1,49.33%,87.64%,0.0296,"[0.028273841366171837, 0.9717261791229248]",0.182903988,,,
3383,1,49.35%,87.65%,0.0428,"[0.043960992246866226, 0.9560390710830688]",0.175898788,,,
3384,0,49.34%,87.65%,0.0001,"[0.9998942613601685, 0.00010567293793428689]",0.167108849,,,
3385,1,49.35%,87.66%,0.0535,"[0.05574386194348335, 0.9442561268806458]",0.161428406,,,
3386,1,49.37%,87.66%,0.0282,"[0.032265134155750275, 0.9677348136901855]",0.154766986,,,
3387,0,49.35%,87.66%,0.0019,"[0.9986510872840881, 0.0013489595148712397]",0.147123637,,,
3388,0,49.34%,87.67%,0.0001,"[0.999931812286377, 6.812798528699204e-05]",0.139772455,,,
3389,1,49.35%,87.67%,0.029,"[0.025558482855558395, 0.9744414687156677]",0.134233832,,,
3390,1,49.37%,87.67%,0.0267,"[0.0271842610090971, 0.9728158116340637]",0.128857141,,,
3391,0,49.35%,87.68%,0.0001,"[0.9999315738677979, 6.83768157614395e-05]",0.122419284,,,
3392,1,49.37%,87.68%,0.0372,"[0.03671174868941307, 0.9632882475852966]",0.118158319,,,
3393,1,49.38%,87.68%,0.025,"[0.026488900184631348, 0.9735110998153687]",0.113500403,,,
3394,1,49.40%,87.69%,0.0242,"[0.02395699732005596, 0.9760429263114929]",0.109035383,,,
3395,0,49.38%,87.69%,0.0001,"[0.9999310970306396, 6.89115549903363e-05]",0.103588614,,,
3396,1,49.40%,87.67%,5.8542,"[0.9978798627853394, 0.0021202084608376026]",0.391119183,,,
3397,0,49.38%,87.67%,0.0001,"[0.9999109506607056, 8.90325172804296e-05]",0.371568224,,,
3398,0,49.37%,87.67%,0.0001,"[0.9999160766601562, 8.394263568334281e-05]",0.352994813,,,
3399,1,49.38%,87.68%,0.0336,"[0.03265497460961342, 0.9673449993133545]",0.337025072,,,
3400,1,49.40%,87.68%,0.0231,"[0.020182278007268906, 0.9798177480697632]",0.321328819,,,
3401,0,49.38%,87.68%,0.0001,"[0.9997949004173279, 0.00020507141016423702]",0.305267378,,,
3402,1,49.40%,87.69%,0.0912,"[0.07702213525772095, 0.922977864742279]",0.294564009,,,
3403,1,49.41%,87.69%,0.0385,"[0.03597363084554672, 0.9640263319015503]",0.281760808,,,
3404,1,49.43%,87.69%,0.0499,"[0.04597010836005211, 0.9540298581123352]",0.270167768,,,
3405,1,49.44%,87.70%,0.0279,"[0.027621835470199585, 0.972378134727478]",0.25805438,,,
3406,1,49.46%,87.70%,0.0665,"[0.07672195881605148, 0.9232780337333679]",0.248476661,,,
3407,1,49.47%,87.71%,0.0229,"[0.021726999431848526, 0.9782730340957642]",0.237197828,,,
3408,0,49.46%,87.71%,0.0003,"[0.9997426867485046, 0.0002573372039478272]",0.225352936,,,
3409,0,49.44%,87.71%,0.0001,"[0.9998611211776733, 0.00013888435205444694]",0.214090289,,,
3410,0,49.43%,87.72%,0.0004,"[0.9995073080062866, 0.0004927252302877605]",0.203405775,,,
3411,0,49.41%,87.72%,0.0002,"[0.999789297580719, 0.0002107741020154208]",0.193245486,,,
3412,1,49.43%,87.72%,0.0244,"[0.022981733083724976, 0.9770182967185974]",0.184803212,,,
3413,1,49.44%,87.73%,0.0159,"[0.016040071845054626, 0.983959972858429]",0.176358051,,,
3414,0,49.43%,87.73%,0.0004,"[0.9996194839477539, 0.00038049669819884]",0.167560149,,,
3415,1,49.44%,87.73%,0.0181,"[0.0182057935744524, 0.9817942380905151]",0.160087141,,,
3416,1,49.46%,87.74%,0.0185,"[0.018365513533353806, 0.9816345572471619]",0.153007784,,,
3417,0,49.44%,87.74%,0.0002,"[0.9998528957366943, 0.00014704187924508005]",0.145367395,,,
3418,0,49.43%,87.74%,0.001,"[0.9995123147964478, 0.00048767554108053446]",0.138149025,,,
3419,0,49.42%,87.75%,0.007,"[0.9552707672119141, 0.044729191809892654]",0.131591574,,,
3420,0,49.40%,87.75%,0.0001,"[0.9998973608016968, 0.00010261581337545067]",0.125016995,,,
3421,1,49.42%,87.76%,0.015,"[0.015069562941789627, 0.9849303960800171]",0.119516146,,,
3422,0,49.40%,87.76%,0.0001,"[0.9998584985733032, 0.00014146299508865923]",0.113545338,,,
3423,1,49.42%,87.76%,0.0139,"[0.013876601122319698, 0.9861234426498413]",0.108563071,,,
3424,1,49.43%,87.77%,0.0158,"[0.015128455124795437, 0.9848715662956238]",0.103924918,,,
3425,0,49.42%,87.74%,0.3775,"[0.08607888221740723, 0.9139211177825928]",0.117603672,,,
3426,1,49.43%,87.74%,0.0154,"[0.014883358962833881, 0.9851166605949402]",0.112493488,,,
3427,1,49.45%,87.75%,0.0139,"[0.013015920296311378, 0.986984133720398]",0.107563814,,,
3428,0,49.43%,87.75%,0.0002,"[0.9998421669006348, 0.00015778130909893662]",0.102195623,,,
3429,1,49.45%,87.76%,0.0142,"[0.013958754949271679, 0.986041247844696]",0.097795842,,,
3430,0,49.43%,87.76%,0.0004,"[0.9995772242546082, 0.0004227782192174345]",0.09292605,,,
3431,1,49.45%,87.76%,0.0139,"[0.013708233833312988, 0.9862918257713318]",0.088974747,,,
3432,0,49.43%,87.77%,0.0003,"[0.9998010993003845, 0.00019886982045136392]",0.08454101,,,
3433,0,49.42%,87.77%,2.6966,"[0.7215604782104492, 0.27843958139419556]",0.21514396,,,
3434,1,49.43%,87.77%,0.0185,"[0.019429529085755348, 0.9805704951286316]",0.205311762,,,
3435,1,49.45%,87.78%,0.0136,"[0.013520530425012112, 0.9864794611930847]",0.195726174,,,
3436,1,49.46%,87.78%,0.0162,"[0.016064051538705826, 0.9839359521865845]",0.186749865,,,
3437,0,49.45%,87.78%,0.0001,"[0.9999028444290161, 9.709863661555573e-05]",0.177417372,,,
3438,1,49.46%,87.79%,0.0175,"[0.01788942702114582, 0.9821105599403381]",0.169421503,,,
3439,1,49.48%,87.79%,0.0189,"[0.018974605947732925, 0.9810253977775574]",0.161895428,,,
3440,0,49.46%,87.79%,0.0001,"[0.9998579025268555, 0.00014206007472239435]",0.153805656,,,
3441,0,49.45%,87.80%,2.0715,"[0.940001904964447, 0.059998124837875366]",0.249690374,,,
3442,0,49.43%,87.80%,0.0002,"[0.9997696280479431, 0.00023036477796267718]",0.237215855,,,
3443,1,49.45%,87.80%,0.0195,"[0.01976388692855835, 0.9802361130714417]",0.226330062,,,
3444,0,49.43%,87.81%,0.0001,"[0.9999139308929443, 8.61074950080365e-05]",0.215018559,,,
3445,1,49.45%,87.81%,3.5126,"[0.15052764117717743, 0.8494723439216614]",0.379897631,,,
3446,1,49.46%,87.82%,0.0225,"[0.02112160250544548, 0.978878378868103]",0.36202775,,,
3447,0,49.45%,87.82%,0.0001,"[0.9999041557312012, 9.58579548751004e-05]",0.343931362,,,
3448,0,49.43%,87.82%,1.6452,"[0.6138753294944763, 0.3861246705055237]",0.408994794,,,
3449,1,49.45%,87.83%,0.0179,"[0.016709279268980026, 0.9832907915115356]",0.389440054,,,
3450,1,49.46%,87.80%,2.1108,"[0.7294387221336365, 0.2705612778663635]",0.475508052,,,
3451,1,49.48%,87.80%,0.0195,"[0.019732056185603142, 0.9802680015563965]",0.452707649,,,
3452,1,49.49%,87.78%,4.0524,"[0.8566380739212036, 0.143361896276474]",0.632692267,,,
3453,1,49.51%,87.78%,0.0222,"[0.02315678820014, 0.9768432378768921]",0.602167653,,,
3454,1,49.52%,87.79%,0.0229,"[0.021612729877233505, 0.9783872365951538]",0.573204271,,,
3455,1,49.54%,87.79%,0.0175,"[0.017357787117362022, 0.9826421737670898]",0.545419057,,,
3456,1,49.55%,87.79%,0.0505,"[0.3767452538013458, 0.6232547760009766]",0.520673104,,,
3457,0,49.54%,87.80%,0.0001,"[0.9998980760574341, 0.00010186802683165297]",0.494644449,,,
3458,0,49.52%,87.80%,0.0001,"[0.9998780488967896, 0.00012192273425171152]",0.469917227,,,
3459,0,49.51%,87.80%,0.0003,"[0.9997559189796448, 0.00024409314210060984]",0.446436365,,,
3460,0,49.49%,87.81%,0.0002,"[0.9998480081558228, 0.00015201375936158001]",0.424124547,,,
