round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output,,1
2539,1,49.13%,86.69%,0.0546,"[0.06344784051179886, 0.9365521669387817]",0.0546,
2540,1,49.15%,86.70%,0.0812,"[0.0844825804233551, 0.9155174493789673]",0.0812,
2541,0,49.13%,86.70%,0.0002,"[0.9998123049736023, 0.0001877644972410053]",0.0002,
2542,0,49.12%,86.71%,0.0006,"[0.9993756413459778, 0.0006244447431527078]",0.0006,
2543,0,49.10%,86.71%,0.0002,"[0.9998151659965515, 0.00018483813619241118]",0.0002,
2544,0,49.08%,86.68%,2.8351,"[0.05456143617630005, 0.9454385638237]",2.8351,
2545,1,49.10%,86.65%,1.8521,"[0.9019989967346191, 0.09800101816654205]",1.8521,
2546,1,49.12%,86.65%,0.1038,"[0.15200838446617126, 0.8479916453361511]",0.1038,
2547,0,49.10%,86.66%,0.0336,"[0.9971848130226135, 0.0028152086306363344]",0.0336,
2548,0,49.08%,86.66%,0.0004,"[0.9994624257087708, 0.0005376078188419342]",0.0004,
2549,0,49.06%,86.67%,0.0002,"[0.999790370464325, 0.0002096852840622887]",0.0002,
2550,0,49.04%,86.63%,1.5013,"[0.121691033244133, 0.8783090114593506]",1.5013,
2551,0,49.02%,86.64%,0.0003,"[0.9997411370277405, 0.0002588248753454536]",0.0003,
2552,0,49.00%,86.64%,0.0035,"[0.9985947012901306, 0.0014052396873012185]",0.0035,
2553,0,48.98%,86.65%,0.0132,"[0.9972910284996033, 0.0027089950162917376]",0.0132,
2554,0,48.96%,86.65%,0.0004,"[0.9996458292007446, 0.00035410886630415916]",0.0004,
2555,0,48.94%,86.66%,0.0002,"[0.9997926354408264, 0.0002074014046229422]",0.0002,
2556,1,48.96%,86.66%,0.0284,"[0.023248441517353058, 0.9767515659332275]",0.0284,
2557,1,48.98%,86.67%,0.0681,"[0.05372309684753418, 0.946276843547821]",0.0681,
2558,1,49.00%,86.67%,0.0693,"[0.05143260583281517, 0.9485673308372498]",0.0693,
2559,0,48.98%,86.68%,0.0002,"[0.99980229139328, 0.00019776987028308213]",0.0002,
2560,1,49.00%,86.68%,0.0457,"[0.040387094020843506, 0.9596129059791565]",0.0457,
2561,0,48.99%,86.69%,0.0061,"[0.9994339346885681, 0.000566020724363625]",0.0061,
2562,0,48.97%,86.70%,0.0002,"[0.9997546076774597, 0.0002454464847687632]",0.0002,
2563,0,48.95%,86.70%,0.0153,"[0.9989990592002869, 0.0010009300895035267]",0.0153,
2564,1,48.97%,86.71%,0.0496,"[0.04921534284949303, 0.9507846832275391]",0.0496,
2565,0,48.95%,86.71%,0.0002,"[0.9998018145561218, 0.0001982490357477218]",0.0002,
2566,1,48.97%,86.72%,0.0253,"[0.04299549013376236, 0.9570045471191406]",0.0253,
2567,1,48.99%,86.72%,0.0534,"[0.048778921365737915, 0.9512211084365845]",0.0534,
2568,1,49.01%,86.73%,0.032,"[0.035780224949121475, 0.9642198085784912]",0.032,
2569,1,49.03%,86.73%,0.0514,"[0.04084460437297821, 0.9591553807258606]",0.0514,
2570,0,49.01%,86.74%,0.0004,"[0.9995297193527222, 0.00047032092697918415]",0.0004,
2571,1,49.03%,86.74%,0.0316,"[0.03135920315980911, 0.9686408638954163]",0.0316,
2572,0,49.01%,86.75%,0.0025,"[0.9992582201957703, 0.0007417896413244307]",0.0025,
2573,0,48.99%,86.75%,0.0002,"[0.9996737241744995, 0.0003263113321736455]",0.0002,
2574,1,49.01%,86.76%,0.0282,"[0.019438624382019043, 0.9805613160133362]",0.0282,
2575,1,49.03%,86.76%,0.0277,"[0.027240391820669174, 0.9727596044540405]",0.0277,
2576,1,49.05%,86.77%,0.0326,"[0.035372279584407806, 0.9646276831626892]",0.0326,
2577,1,49.07%,86.77%,0.0653,"[0.05017687752842903, 0.9498231410980225]",0.0653,
2578,1,49.09%,86.78%,0.019,"[0.020275508984923363, 0.9797245264053345]",0.019,
2579,1,49.11%,86.78%,0.0342,"[0.03289071097970009, 0.9671092629432678]",0.0342,
2580,1,49.13%,86.79%,0.044,"[0.050818465650081635, 0.9491814970970154]",0.044,
2581,1,49.15%,86.79%,0.0395,"[0.03748695179820061, 0.9625130295753479]",0.0395,
2582,1,49.17%,86.80%,0.046,"[0.050997477024793625, 0.9490025043487549]",0.046,
2583,1,49.19%,86.80%,0.0152,"[0.021984722465276718, 0.9780152440071106]",0.0152,
2584,1,49.21%,86.81%,0.0328,"[0.03232957422733307, 0.9676703810691833]",0.0328,
2585,0,49.19%,86.77%,2.6462,"[0.0681765079498291, 0.9318234920501709]",2.6462,
2586,0,49.17%,86.78%,0.0006,"[0.9996009469032288, 0.00039910050691105425]",0.0006,
2587,0,49.15%,86.79%,0.0218,"[0.9991008043289185, 0.0008991786162368953]",0.0218,
2588,0,49.13%,86.79%,0.0003,"[0.9997230172157288, 0.0002769583952613175]",0.0003,
2589,1,49.15%,86.80%,0.0218,"[0.01812930218875408, 0.9818706512451172]",0.0218,
2590,0,49.13%,86.80%,0.0001,"[0.9998362064361572, 0.00016374800179619342]",0.0001,
2591,0,49.11%,86.81%,0.0006,"[0.999647855758667, 0.0003521850157994777]",0.0006,
2592,1,49.13%,86.81%,0.0361,"[0.030413158237934113, 0.9695867896080017]",0.0361,
2593,0,49.11%,86.82%,0.0008,"[0.9992780089378357, 0.0007219640538096428]",0.0008,
2594,1,49.13%,86.82%,0.0333,"[0.027875715866684914, 0.9721242785453796]",0.0333,
2595,1,49.15%,86.83%,0.0266,"[0.025796988978981972, 0.9742030501365662]",0.0266,
2596,0,49.13%,86.79%,1.9754,"[0.27594876289367676, 0.7240512371063232]",1.9754,
2597,0,49.11%,86.76%,3.5487,"[0.029817253351211548, 0.9701827764511108]",3.5487,
2598,0,49.10%,86.76%,0.3311,"[0.6666094660758972, 0.33339056372642517]",0.3311,
2599,0,49.08%,86.77%,0.0002,"[0.9998407363891602, 0.00015929131768643856]",0.0002,
2600,1,49.10%,86.77%,0.0445,"[0.04309935122728348, 0.9569005966186523]",0.0445,
2601,1,49.12%,86.78%,0.0346,"[0.03558216243982315, 0.9644178748130798]",0.0346,
2602,0,49.10%,86.78%,0.0001,"[0.9998877048492432, 0.00011225389607716352]",0.0001,
2603,1,49.12%,86.75%,0.7142,"[0.9772437810897827, 0.022756153717637062]",0.7142,
2604,0,49.10%,86.72%,2.8744,"[0.05228123813867569, 0.9477186799049377]",2.8744,
2605,0,49.08%,86.72%,0.0315,"[0.8809509873390198, 0.11904904246330261]",0.0315,
2606,0,49.06%,86.69%,0.0274,"[0.4731031060218811, 0.5268968343734741]",0.0274,
2607,1,49.08%,86.69%,0.0456,"[0.04538097605109215, 0.9546190500259399]",0.0456,
2608,1,49.10%,86.70%,0.0673,"[0.05465107783675194, 0.9453489780426025]",0.0673,
2609,1,49.12%,86.70%,0.0608,"[0.0675065740942955, 0.9324933886528015]",0.0608,
2610,0,49.10%,86.71%,0.0002,"[0.9998611211776733, 0.00013891812704969198]",0.0002,
2611,1,49.12%,86.72%,0.0759,"[0.0562225803732872, 0.9437774419784546]",0.0759,
2612,1,49.14%,86.72%,0.0307,"[0.037821702659130096, 0.9621782898902893]",0.0307,
2613,0,49.12%,86.73%,0.0001,"[0.9998518228530884, 0.00014817831106483936]",0.0001,
2614,0,49.10%,86.73%,0.0001,"[0.9998382329940796, 0.0001617389207240194]",0.0001,
2615,1,49.12%,86.70%,0.2599,"[0.9753918647766113, 0.024608150124549866]",0.2599,
2616,0,49.10%,86.70%,0.0001,"[0.9998961687088013, 0.00010379292507423088]",0.0001,
2617,1,49.12%,86.71%,0.0378,"[0.034011926501989365, 0.9659880995750427]",0.0378,
2618,1,49.14%,86.71%,0.0268,"[0.03922697901725769, 0.9607729911804199]",0.0268,
2619,1,49.16%,86.72%,0.8204,"[0.43976762890815735, 0.5602323412895203]",0.8204,
2620,0,49.14%,86.72%,0.0002,"[0.999848484992981, 0.0001515118929091841]",0.0002,
2621,1,49.16%,86.73%,0.0258,"[0.035110749304294586, 0.9648892283439636]",0.0258,
2622,0,49.14%,86.73%,0.0001,"[0.9998856782913208, 0.00011426045239204541]",0.0001,
2623,1,49.16%,86.74%,0.2731,"[0.28015583753585815, 0.7198442220687866]",0.2731,
2624,1,49.18%,86.74%,0.0247,"[0.0259148757904768, 0.9740851521492004]",0.0247,
2625,1,49.20%,86.75%,0.0494,"[0.049379799515008926, 0.950620174407959]",0.0494,
2626,1,49.22%,86.75%,0.0373,"[0.03926769644021988, 0.9607322812080383]",0.0373,
2627,1,49.24%,86.76%,0.0416,"[0.04221421480178833, 0.9577857851982117]",0.0416,
2628,1,49.26%,86.76%,0.0335,"[0.03008255735039711, 0.9699174165725708]",0.0335,
2629,1,49.28%,86.77%,0.02,"[0.027008511126041412, 0.9729914665222168]",0.02,
2630,0,49.26%,86.77%,0.0003,"[0.9996529817581177, 0.00034706827136687934]",0.0003,
2631,0,49.24%,86.78%,0.0002,"[0.9997816681861877, 0.0002183477918151766]",0.0002,
2632,0,49.22%,86.75%,0.1796,"[0.4148397445678711, 0.5851603150367737]",0.1796,
2633,0,49.20%,86.75%,0.0001,"[0.9998593330383301, 0.00014068240125197917]",0.0001,
2634,0,49.18%,86.76%,0.0003,"[0.9996340274810791, 0.00036591931711882353]",0.0003,
2635,0,49.17%,86.72%,2.6116,"[0.05909411236643791, 0.9409059286117554]",2.6116,
2636,0,49.15%,86.73%,0.0005,"[0.9994358420372009, 0.0005640813615173101]",0.0005,
2637,0,49.13%,86.69%,2.1453,"[0.09161008894443512, 0.9083898663520813]",2.1453,
2638,1,49.15%,86.70%,0.0332,"[0.02905854769051075, 0.9709414839744568]",0.0332,
2639,1,49.17%,86.70%,0.0328,"[0.02735724113881588, 0.9726427793502808]",0.0328,
2640,1,49.19%,86.71%,0.0324,"[0.030422236770391464, 0.9695777297019958]",0.0324,
2641,0,49.17%,86.71%,0.0001,"[0.9998335838317871, 0.0001663579314481467]",0.0001,
2642,1,49.19%,86.72%,0.0444,"[0.32360032200813293, 0.6763996481895447]",0.0444,
2643,0,49.17%,86.72%,0.0004,"[0.9994990825653076, 0.0005008459556847811]",0.0004,
2644,1,49.19%,86.73%,0.0184,"[0.017682736739516258, 0.9823172092437744]",0.0184,
2645,1,49.21%,86.73%,0.0366,"[0.04267418384552002, 0.9573258757591248]",0.0366,
2646,0,49.19%,86.74%,0.0002,"[0.9998311996459961, 0.00016878258611541241]",0.0002,
2647,1,49.21%,86.74%,0.3172,"[0.03180982917547226, 0.9681901931762695]",0.3172,
2648,1,49.23%,86.75%,0.0411,"[0.04309921711683273, 0.9569008350372314]",0.0411,
2649,0,49.21%,86.75%,0.0001,"[0.999883770942688, 0.00011621573503362015]",0.0001,
2650,1,49.23%,86.76%,0.0263,"[0.024417074397206306, 0.9755828976631165]",0.0263,
2651,1,49.25%,86.76%,0.0263,"[0.02295023761689663, 0.977049708366394]",0.0263,
2652,1,49.26%,86.77%,0.0397,"[0.03129043057560921, 0.9687095284461975]",0.0397,
2653,1,49.28%,86.77%,0.019,"[0.024747369810938835, 0.975252628326416]",0.019,
2654,1,49.30%,86.78%,5.6666,"[0.04994245618581772, 0.9500575065612793]",5.6666,
2655,0,49.28%,86.75%,2.7238,"[0.13171811401844025, 0.868281900882721]",2.7238,
2656,1,49.30%,86.75%,0.0531,"[0.16059455275535583, 0.8394054174423218]",0.0531,
2657,0,49.29%,86.76%,0.0002,"[0.9998351335525513, 0.00016481505008414388]",0.0002,
2658,1,49.30%,86.76%,0.0237,"[0.02710237354040146, 0.9728975892066956]",0.0237,
2659,1,49.32%,86.77%,0.0152,"[0.017676161602139473, 0.9823237657546997]",0.0152,
2660,0,49.30%,86.77%,0.0001,"[0.9998733997344971, 0.00012659342610277236]",0.0001,
2661,1,49.32%,86.78%,0.0275,"[0.026876991614699364, 0.9731229543685913]",0.0275,
2662,0,49.31%,86.78%,0.0009,"[0.9980403780937195, 0.0019596507772803307]",0.0009,
2663,0,49.29%,86.79%,0.0002,"[0.999788224697113, 0.00021183970966376364]",0.0002,
2664,1,49.31%,86.79%,0.2157,"[0.18558456003665924, 0.814415454864502]",0.2157,
2665,1,49.32%,86.80%,0.0225,"[0.02609764225780964, 0.9739024043083191]",0.0225,
2666,0,49.31%,86.80%,0.0002,"[0.9998482465744019, 0.00015173526480793953]",0.0002,
2667,1,49.33%,86.81%,0.0196,"[0.01951480843126774, 0.980485200881958]",0.0196,
2668,0,49.31%,86.81%,0.0003,"[0.9994686245918274, 0.0005314410664141178]",0.0003,
2669,1,49.33%,86.82%,0.0264,"[0.016470130532979965, 0.9835298657417297]",0.0264,
2670,1,49.34%,86.82%,0.0177,"[0.01726529747247696, 0.982734739780426]",0.0177,
2671,0,49.33%,86.79%,3.5788,"[0.03376533091068268, 0.9662346839904785]",3.5788,
2672,0,49.31%,86.79%,0.0002,"[0.9998072981834412, 0.00019275500380899757]",0.0002,
2673,0,49.29%,86.76%,2.2058,"[0.0827888548374176, 0.9172111749649048]",2.2058,
2674,1,49.31%,86.77%,0.0273,"[0.030511874705553055, 0.9694880843162537]",0.0273,
2675,1,49.33%,86.77%,0.0363,"[0.03216713294386864, 0.9678328633308411]",0.0363,
2676,0,49.31%,86.78%,0.0008,"[0.9993600249290466, 0.0006399722769856453]",0.0008,
2677,1,49.33%,86.78%,0.0377,"[0.04478397220373154, 0.9552160501480103]",0.0377,
2678,0,49.31%,86.75%,2.8357,"[0.05311748385429382, 0.9468824863433838]",2.8357,
2679,0,49.29%,86.75%,0.0019,"[0.9985790252685547, 0.0014209678629413247]",0.0019,
2680,0,49.27%,86.76%,0.0002,"[0.9998182654380798, 0.00018179872131440789]",0.0002,
2681,1,49.29%,86.76%,0.3261,"[0.4473649263381958, 0.5526350736618042]",0.3261,
2682,0,49.27%,86.73%,2.0964,"[0.08738622069358826, 0.9126137495040894]",2.0964,
2683,0,49.25%,86.74%,0.0002,"[0.9998376369476318, 0.00016234707436524332]",0.0002,
2684,1,49.27%,86.74%,0.3356,"[0.3377401828765869, 0.6622598171234131]",0.3356,
2685,0,49.26%,86.75%,0.0004,"[0.9996415376663208, 0.00035841818316839635]",0.0004,
2686,0,49.24%,86.75%,0.0002,"[0.9997895359992981, 0.0002104475861415267]",0.0002,
2687,1,49.26%,86.76%,0.0888,"[0.10039202868938446, 0.8996080160140991]",0.0888,
2688,0,49.24%,86.76%,0.0002,"[0.9997822642326355, 0.00021771602041553706]",0.0002,
2689,1,49.26%,86.77%,0.2827,"[0.05270138010382652, 0.9472986459732056]",0.2827,
2690,1,49.28%,86.77%,0.0345,"[0.03757176175713539, 0.9624282121658325]",0.0345,
2691,0,49.26%,86.78%,0.0002,"[0.9997780919075012, 0.0002219754969701171]",0.0002,
2692,0,49.24%,86.74%,3.1121,"[0.0643753856420517, 0.9356245994567871]",3.1121,
2693,1,49.26%,86.75%,0.0299,"[0.050704196095466614, 0.9492958188056946]",0.0299,
2694,1,49.28%,86.75%,0.0541,"[0.04209219291806221, 0.9579078555107117]",0.0541,
2695,0,49.26%,86.76%,0.0009,"[0.9985067248344421, 0.001493204734288156]",0.0009,
2696,0,49.24%,86.76%,0.0008,"[0.9990954399108887, 0.0009045613696798682]",0.0008,
2697,1,49.26%,86.77%,0.0367,"[0.03872407227754593, 0.9612759351730347]",0.0367,
2698,0,49.24%,86.77%,0.0003,"[0.9996882677078247, 0.00031171939917840064]",0.0003,
2699,0,49.22%,86.78%,0.0003,"[0.9996023774147034, 0.00039764330722391605]",0.0003,
2700,1,49.24%,86.78%,0.0464,"[0.03816741704940796, 0.9618325233459473]",0.0464,
2701,1,49.26%,86.79%,0.0491,"[0.043273504823446274, 0.9567265510559082]",0.0491,
2702,1,49.28%,86.79%,0.0532,"[0.05240841582417488, 0.9475916624069214]",0.0532,
2703,0,49.26%,86.80%,0.003,"[0.9986415505409241, 0.0013585078995674849]",0.003,
2704,0,49.24%,86.80%,0.0004,"[0.9995150566101074, 0.0004849602410104126]",0.0004,
2705,0,49.22%,86.81%,0.0003,"[0.9996969699859619, 0.00030309881549328566]",0.0003,
2706,0,49.21%,86.78%,1.7031,"[0.1321779191493988, 0.8678221106529236]",1.7031,
2707,0,49.19%,86.78%,0.0007,"[0.9993467926979065, 0.0006531827384606004]",0.0007,
2708,1,49.21%,86.78%,0.333,"[0.4017392098903656, 0.598260760307312]",0.333,
2709,0,49.19%,86.79%,0.0008,"[0.9993811845779419, 0.0006188162951730192]",0.0008,
2710,1,49.21%,86.79%,0.0443,"[0.046622585505247116, 0.9533774256706238]",0.0443,
2711,0,49.19%,86.76%,2.4446,"[0.09796444326639175, 0.9020355939865112]",2.4446,
2712,1,49.21%,86.77%,0.0709,"[0.06266163289546967, 0.9373384118080139]",0.0709,
2713,1,49.23%,86.77%,0.053,"[0.04781859368085861, 0.9521814584732056]",0.053,
2714,0,49.21%,86.78%,0.0005,"[0.9992953538894653, 0.0007046833052299917]",0.0005,
2715,1,49.23%,86.78%,0.1549,"[0.26262059807777405, 0.7373794317245483]",0.1549,
2716,1,49.25%,86.79%,0.0674,"[0.03827675059437752, 0.961723268032074]",0.0674,
2717,0,49.23%,86.79%,0.0008,"[0.999333918094635, 0.0006660970975644886]",0.0008,
2718,1,49.25%,86.80%,0.0815,"[0.06840439140796661, 0.9315956234931946]",0.0815,
2719,0,49.23%,86.80%,0.0103,"[0.9984617233276367, 0.001538343378342688]",0.0103,
2720,1,49.25%,86.81%,0.0545,"[0.052272628992795944, 0.947727382183075]",0.0545,
2721,0,49.23%,86.77%,1.5877,"[0.18285305798053741, 0.817146897315979]",1.5877,
2722,0,49.21%,86.78%,1.3598,"[0.6687581539154053, 0.3312418758869171]",1.3598,
2723,1,49.23%,86.78%,0.0494,"[0.04050750285387039, 0.9594925045967102]",0.0494,
2724,0,49.21%,86.79%,0.0004,"[0.999688982963562, 0.0003110211982857436]",0.0004,
2725,1,49.23%,86.79%,0.0521,"[0.06368568539619446, 0.9363142848014832]",0.0521,
2726,0,49.21%,86.76%,2.7081,"[0.04926842823624611, 0.9507315754890442]",2.7081,
2727,1,49.23%,86.77%,0.0677,"[0.06523779779672623, 0.934762179851532]",0.0677,
2728,1,49.25%,86.77%,0.0488,"[0.04848987236618996, 0.9515100717544556]",0.0488,
2729,1,49.27%,86.78%,0.0459,"[0.04787980765104294, 0.9521201848983765]",0.0459,
2730,1,49.29%,86.78%,0.0522,"[0.05486619472503662, 0.9451338052749634]",0.0522,
2731,0,49.27%,86.79%,0.0002,"[0.9998292922973633, 0.00017062382539734244]",0.0002,
2732,1,49.29%,86.79%,0.0753,"[0.040917664766311646, 0.9590823650360107]",0.0753,
2733,1,49.31%,86.80%,0.3153,"[0.12032728642225266, 0.8796727061271667]",0.3153,
2734,1,49.32%,86.80%,0.2382,"[0.24563607573509216, 0.7543638944625854]",0.2382,
2735,0,49.31%,86.81%,0.0006,"[0.9995112419128418, 0.0004888137336820364]",0.0006,
2736,1,49.32%,86.81%,0.0489,"[0.142843559384346, 0.8571564555168152]",0.0489,
2737,0,49.31%,86.82%,0.0003,"[0.9997292160987854, 0.0002707575331442058]",0.0003,
2738,1,49.32%,86.82%,1.5804,"[0.04804908484220505, 0.9519509673118591]",1.5804,
2739,0,49.31%,86.79%,0.8389,"[0.14136411249637604, 0.8586358428001404]",0.8389,
2740,0,49.29%,86.79%,0.0002,"[0.9998096823692322, 0.0001903666852740571]",0.0002,
2741,0,49.27%,86.80%,0.0003,"[0.999708354473114, 0.00029160932172089815]",0.0003,
2742,0,49.25%,86.80%,0.0004,"[0.999152660369873, 0.000847384100779891]",0.0004,
2743,1,49.27%,86.81%,0.0896,"[0.07325074821710587, 0.9267492294311523]",0.0896,
2744,0,49.25%,86.78%,1.2105,"[0.1357206404209137, 0.8642793297767639]",1.2105,
2745,0,49.24%,86.74%,2.9562,"[0.056014206260442734, 0.9439858198165894]",2.9562,
2746,0,49.22%,86.75%,0.0003,"[0.9997745156288147, 0.00022551910660695285]",0.0003,
2747,0,49.20%,86.75%,0.2376,"[0.6925098299980164, 0.30749011039733887]",0.2376,
2748,1,49.22%,86.76%,0.0421,"[0.04388614371418953, 0.9561138153076172]",0.0421,
2749,0,49.20%,86.76%,0.0006,"[0.999026894569397, 0.0009730926249176264]",0.0006,
2750,1,49.22%,86.77%,0.044,"[0.03986139968037605, 0.9601386189460754]",0.044,
2751,0,49.20%,86.77%,0.0007,"[0.9996181726455688, 0.0003818348341155797]",0.0007,
2752,0,49.18%,86.78%,0.0002,"[0.9997710585594177, 0.00022897559392731637]",0.0002,
2753,1,49.20%,86.78%,0.0634,"[0.08840752393007278, 0.9115924835205078]",0.0634,
2754,0,49.18%,86.79%,0.0004,"[0.9995761513710022, 0.00042387808207422495]",0.0004,
2755,0,49.17%,86.79%,0.0002,"[0.9998061060905457, 0.00019389268709346652]",0.0002,
2756,0,49.15%,86.80%,0.0001,"[0.9998742341995239, 0.00012580174370668828]",0.0001,
2757,0,49.13%,86.80%,0.0003,"[0.9997580647468567, 0.0002419256343273446]",0.0003,
2758,0,49.11%,86.77%,1.9237,"[0.1334027796983719, 0.8665971755981445]",1.9237,
2759,1,49.13%,86.78%,0.1686,"[0.04325813055038452, 0.9567418098449707]",0.1686,
2760,1,49.15%,86.78%,0.1671,"[0.08802804350852966, 0.911971926689148]",0.1671,
2761,1,49.17%,86.78%,0.0932,"[0.14818070828914642, 0.8518192768096924]",0.0932,
2762,1,49.19%,86.79%,0.1068,"[0.07019665092229843, 0.9298033714294434]",0.1068,
2763,0,49.17%,86.79%,0.0002,"[0.9998025298118591, 0.00019746310135815293]",0.0002,
2764,1,49.19%,86.80%,0.0596,"[0.03128929063677788, 0.9687107801437378]",0.0596,
2765,1,49.20%,86.80%,0.2359,"[0.3915606737136841, 0.6084393262863159]",0.2359,
2766,0,49.19%,86.77%,0.0794,"[0.4466734528541565, 0.5533266067504883]",0.0794,
2767,1,49.21%,86.78%,0.0626,"[0.07705463469028473, 0.9229453802108765]",0.0626,
2768,1,49.22%,86.78%,0.131,"[0.1743907779455185, 0.8256092667579651]",0.131,
2769,1,49.24%,86.79%,0.3428,"[0.15820737183094025, 0.8417925834655762]",0.3428,
2770,1,49.26%,86.79%,0.057,"[0.05303875729441643, 0.9469612836837769]",0.057,
2771,1,49.28%,86.80%,0.0422,"[0.039583947509527206, 0.9604160785675049]",0.0422,
2772,1,49.30%,86.80%,0.0286,"[0.027787404134869576, 0.9722126126289368]",0.0286,
2773,0,49.28%,86.81%,0.0003,"[0.9997162222862244, 0.0002837797219399363]",0.0003,
2774,1,49.30%,86.81%,0.0343,"[0.03314734250307083, 0.9668526649475098]",0.0343,
2775,1,49.32%,86.82%,0.0369,"[0.02856767177581787, 0.9714323878288269]",0.0369,
2776,1,49.33%,86.82%,0.0354,"[0.0339590422809124, 0.9660409688949585]",0.0354,
2777,0,49.32%,86.83%,0.0003,"[0.999708354473114, 0.00029166744207032025]",0.0003,
2778,0,49.30%,86.83%,0.0006,"[0.9992156028747559, 0.0007843564380891621]",0.0006,
2779,0,49.28%,86.80%,3.5317,"[0.02787897177040577, 0.972121000289917]",3.5317,
2780,0,49.26%,86.80%,0.0002,"[0.9997661709785461, 0.00023380208585876971]",0.0002,
2781,1,49.28%,86.81%,0.0258,"[0.027413995936512947, 0.9725860357284546]",0.0258,
2782,1,49.30%,86.81%,0.029,"[0.02899658866226673, 0.9710034132003784]",0.029,
2783,1,49.32%,86.82%,0.0343,"[0.03270048275589943, 0.9672995209693909]",0.0343,
2784,1,49.34%,86.82%,0.032,"[0.03271745517849922, 0.9672825336456299]",0.032,
2785,0,49.32%,86.83%,0.1144,"[0.9876931309700012, 0.01230686530470848]",0.1144,
2786,0,49.30%,86.80%,3.5363,"[0.035001859068870544, 0.9649981260299683]",3.5363,
2787,1,49.32%,86.80%,0.03,"[0.030100379139184952, 0.9698996543884277]",0.03,
2788,1,49.34%,86.81%,0.0319,"[0.031359247863292694, 0.9686407446861267]",0.0319,
2789,1,49.35%,86.81%,0.2042,"[0.2542594075202942, 0.7457405924797058]",0.2042,
2790,1,49.37%,86.81%,0.0251,"[0.020600061863660812, 0.9793998599052429]",0.0251,
2791,0,49.36%,86.82%,0.0002,"[0.999754011631012, 0.0002460179093759507]",0.0002,
2792,0,49.34%,86.79%,3.1795,"[0.03964928165078163, 0.960350751876831]",3.1795,
2793,0,49.32%,86.79%,0.0024,"[0.9996832609176636, 0.0003167632094118744]",0.0024,
2794,0,49.30%,86.80%,0.0002,"[0.9994885921478271, 0.0005113717052154243]",0.0002,
2795,0,49.28%,86.80%,0.0008,"[0.9993745684623718, 0.0006254205945879221]",0.0008,
2796,1,49.30%,86.81%,0.0592,"[0.06004972755908966, 0.9399502873420715]",0.0592,
2797,0,49.29%,86.81%,0.0023,"[0.997552216053009, 0.0024478540290147066]",0.0023,
2798,0,49.27%,86.82%,0.0008,"[0.9987813830375671, 0.0012185809900984168]",0.0008,
2799,1,49.29%,86.82%,0.052,"[0.0497952476143837, 0.9502047300338745]",0.052,
2800,1,49.30%,86.83%,0.05,"[0.04672197252511978, 0.9532780051231384]",0.05,
2801,1,49.32%,86.83%,0.0498,"[0.05101383477449417, 0.9489861726760864]",0.0498,
2802,1,49.34%,86.84%,0.0459,"[0.03467157483100891, 0.9653285145759583]",0.0459,
2803,0,49.32%,86.84%,0.4398,"[0.9869933128356934, 0.01300675980746746]",0.4398,
2804,1,49.34%,86.84%,0.0736,"[0.06196395680308342, 0.9380360841751099]",0.0736,
2805,0,49.32%,86.85%,0.0002,"[0.9997578263282776, 0.00024221900093834847]",0.0002,
2806,1,49.34%,86.85%,0.0556,"[0.0563393160700798, 0.9436606168746948]",0.0556,
2807,1,49.36%,86.86%,0.0317,"[0.040037184953689575, 0.959962785243988]",0.0317,
